setID,number,numberVariant,name,year,theme,themeGroup,subtheme,category,released,image/thumbnailURL,image/imageURL,bricksetURL,collections/ownedBy,collections/wantedBy,LEGOCom/US/retailPrice,LEGOCom/US/dateFirstAvailable,LEGOCom/CA/retailPrice,LEGOCom/CA/dateFirstAvailable,rating,reviewCount,packagingType,availability,instructionsCount,additionalImageCount,lastUpdated,pieces,ageRange/min,dimensions/height,dimensions/width,dimensions/depth,dimensions/weight,barcode/EAN,minifigs,LEGOCom/UK/retailPrice,LEGOCom/UK/dateFirstAvailable,LEGOCom/DE/retailPrice,LEGOCom/DE/dateFirstAvailable,barcode/UPC,LEGOCom/US/dateLastAvailable,LEGOCom/CA/dateLastAvailable,LEGOCom/UK/dateLastAvailable,LEGOCom/DE/dateLastAvailable,ageRange/max
30677,66636,1,City 2 in 1 pack,2020,City,Modern day,Product Collection,Collection,TRUE,https://images.brickset.com/sets/small/66636-1.jpg,https://images.brickset.com/sets/images/66636-1.jpg,https://brickset.com/sets/66636-1,68,27,,,,,0,0,{Not specified},{Not specified},2,0,2020-11-27T18:47:37.7Z,129,,14.5,32.5,6.7,,,,,,,,,,,,,
30678,66637,1,City 2 in 1 pack,2020,City,Modern day,Product Collection,Collection,TRUE,,,https://brickset.com/sets/66637-1,76,24,,,,,0,0,{Not specified},{Not specified},0,0,2020-08-05T09:48:54.01Z,173,,14.5,32.5,6.7,,,,,,,,,,,,,
29944,60268,1,City Advent Calendar,2020,City,Modern day,Seasonal,Normal,TRUE,https://images.brickset.com/sets/small/60268-1.jpg,https://images.brickset.com/sets/images/60268-1.jpg,https://brickset.com/sets/60268-1,2473,380,29.99,2020-09-01T00:00:00Z,39.99,2020-09-01T00:00:00Z,3.5,0,Box,Retail,1,7,2021-01-03T01:18:57.05Z,342,5,26,37.8,6.7,0.422,5702016617542,6,19.99,2020-09-24T00:00:00Z,19.49,2020-09-24T00:00:00Z,673419318686,2021-02-26T00:00:00Z,2021-02-26T00:00:00Z,2021-03-15T00:00:00Z,2021-03-15T00:00:00Z,
29748,ISBN9781465493286,1,City Build Your Own Adventure: Police Chase,2020,Books,Miscellaneous,Dorling Kindersley,Book,TRUE,https://images.brickset.com/sets/small/ISBN146549328X-1.jpg,https://images.brickset.com/sets/images/ISBN146549328X-1.jpg,https://brickset.com/sets/ISBN9781465493286-1,44,136,,,,,0,0,{Not specified},{Not specified},0,0,2020-02-09T13:21:54.61Z,0,,,,,,,,,,,,,,,,,
30928,SMMM,1,Classic Suit Miles Morales,2020,Marvel Super Heroes,Licensed,Promotional,Other,TRUE,https://images.brickset.com/sets/small/SMMM-1.jpg,https://images.brickset.com/sets/images/SMMM-1.jpg,https://brickset.com/sets/SMMM-1,30,391,,,,,0,0,Plastic box,Promotional,0,1,2020-11-17T16:53:38.05Z,3,,,,,,,,,,,,,,,,,
30225,892062,1,Cole,2020,Ninjago,Action/Adventure,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/892062-1.jpg,https://images.brickset.com/sets/images/892062-1.jpg,https://brickset.com/sets/892062-1,434,150,,,,,0,0,Foil pack,Retail - limited,0,0,2020-04-25T15:43:01.21Z,16,,,,,,,1,,,,,,,,,,
31241,892071,1,Cole,2020,Ninjago,Action/Adventure,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/892071-1.jpg,https://images.brickset.com/sets/images/892071-1.jpg,https://brickset.com/sets/892071-1,345,69,,,,,0,1,Foil pack,Retail - limited,0,0,2021-01-06T15:15:53.07Z,8,,,,,,,1,,,,,,,,,,
29963,112005,1,Cole vs. Nindroid,2020,Ninjago,Action/Adventure,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/112005-1.jpg,https://images.brickset.com/sets/images/112005-1.jpg,https://brickset.com/sets/112005-1,266,129,,,,,0,1,Blister pack,Retail - limited,0,0,2020-02-04T16:52:44.143Z,12,,,,,,,2,,,,,,,,,,
29994,112005,2,Cole vs. Nindroid,2020,Ninjago,Action/Adventure,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/112005-2.jpg,https://images.brickset.com/sets/images/112005-2.jpg,https://brickset.com/sets/112005-2,220,160,,,,,0,0,Foil pack,Retail - limited,0,0,2020-03-01T22:54:32.44Z,12,,,,,,,2,,,,,,,,,,
29734,71706,1,Cole's Speeder Car,2020,Ninjago,Action/Adventure,Prime Empire,Normal,TRUE,https://images.brickset.com/sets/small/71706-1.jpg,https://images.brickset.com/sets/images/71706-1.jpg,https://brickset.com/sets/71706-1,1404,347,9.99,2020-01-02T00:00:00Z,13.99,2020-01-02T00:00:00Z,3.7,1,Box,Retail,2,5,2020-01-14T07:31:16.313Z,52,4,14.1,15.7,6.1,0.14,5702016616927,2,8.99,2020-01-01T00:00:00Z,9.99,2020-01-03T00:00:00Z,673419318136,,,,,
30318,10276,1,Colosseum,2020,Creator Expert,Model making,Buildings,Normal,TRUE,https://images.brickset.com/sets/small/10276-1.jpg,https://images.brickset.com/sets/images/10276-1.jpg,https://brickset.com/sets/10276-1,1401,2155,549.99,2020-11-28T00:00:00Z,649.99,2020-11-28T00:00:00Z,4.4,1,Box,LEGO exclusive,48,20,2020-11-14T01:47:31.037Z,9036,18,48.4,53.5,28.4,,5702016668032,,449.99,2020-11-28T00:00:00Z,499.99,2020-11-28T00:00:00Z,,,,,,
29672,45605,1,Colour Sensor,2020,Education,Educational,SPIKE Prime,Normal,TRUE,https://images.brickset.com/sets/small/45605-1.jpg,https://images.brickset.com/sets/images/45605-1.jpg,https://brickset.com/sets/45605-1,9,87,,,,,0,0,{Not specified},{Not specified},0,0,2020-02-12T16:14:16.273Z,1,,,,,,,,,,,,,,,,,
29789,30536,1,Combo Charger,2020,Ninjago,Action/Adventure,Legacy,Normal,TRUE,https://images.brickset.com/sets/small/30536-1.jpg,https://images.brickset.com/sets/images/30536-1.jpg,https://brickset.com/sets/30536-1,1197,290,4.99,,,,3.6,2,Polybag,{Not specified},3,0,2021-01-23T22:35:07.37Z,71,,19.5,17,1,,,,,,,,,,,,,
30310,42112,1,Concrete Mixer Truck,2020,Technic,Technical,,Normal,TRUE,https://images.brickset.com/sets/small/42112-1.jpg,https://images.brickset.com/sets/images/42112-1.jpg,https://brickset.com/sets/42112-1,1525,1025,119.99,2020-08-24T00:00:00Z,159.99,2020-08-24T00:00:00Z,4.3,2,Box,Retail,4,15,2020-08-01T00:19:38.257Z,1163,10,28.2,48,11.8,2.08,5702016617504,,89.99,2020-08-01T00:00:00Z,99.99,2020-08-02T00:00:00Z,673419318648,,,,,
29442,60252,1,Construction Bulldozer,2020,City,Modern day,Construction,Normal,TRUE,https://images.brickset.com/sets/small/60252-1.jpg,https://images.brickset.com/sets/images/60252-1.jpg,https://brickset.com/sets/60252-1,1529,659,19.99,2020-01-02T00:00:00Z,24.99,2020-01-02T00:00:00Z,4,2,Box,Retail,4,4,2020-01-30T00:38:11.197Z,126,4,18.8,16.1,6,0.355,5702016617863,2,17.99,2019-12-26T00:00:00Z,19.99,2019-12-26T00:00:00Z,673419319201,,,,,
29933,41903,1,Cosmic Wonder Bracelet,2020,Dots,Art and crafts,Bracelets,Normal,TRUE,https://images.brickset.com/sets/small/41903-1.jpg,https://images.brickset.com/sets/images/41903-1.jpg,https://brickset.com/sets/41903-1,1501,172,4.99,2020-03-01T00:00:00Z,6.99,2020-03-01T00:00:00Z,3.9,2,Foil pack,Retail,0,2,2020-09-09T15:15:00.477Z,33,6,,,,,5702016616729,,4.99,2020-03-04T00:00:00Z,5.99,2020-03-05T00:00:00Z,,2021-02-26T00:00:00Z,2021-02-26T00:00:00Z,2021-03-26T00:00:00Z,2021-03-17T00:00:00Z,
29921,853995,1,Crayon Girl Keyring,2020,Gear,Miscellaneous,Key Chains/The LEGO Movie 2,Gear,TRUE,https://images.brickset.com/sets/small/853995-1.jpg,https://images.brickset.com/sets/images/853995-1.jpg,https://brickset.com/sets/853995-1,68,51,5.99,2020-02-13T00:00:00Z,6.99,2020-02-13T00:00:00Z,0,0,Tag,LEGO exclusive,0,1,2020-01-31T11:22:07.977Z,,6,,,,,,,3.99,2020-02-13T00:00:00Z,4.99,2020-02-13T00:00:00Z,673419323833,,,,,
30648,122008,1,Create Dino,2020,Jurassic World,Licensed,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/122008-1.jpg,https://images.brickset.com/sets/images/122008-1.jpg,https://brickset.com/sets/122008-1,600,299,,,,,0,0,Foil pack,Retail - limited,0,0,2020-07-11T02:08:08.85Z,28,7,,,,,,,,,,,,,,,,
29764,10934,1,Creative Animals,2020,Duplo,Pre-school,,Normal,TRUE,https://images.brickset.com/sets/small/10934-1.jpg,https://images.brickset.com/sets/images/10934-1.jpg,https://brickset.com/sets/10934-1,66,47,59.99,2020-02-02T00:00:00Z,79.99,2020-02-02T00:00:00Z,0,0,Box,Retail,2,6,2020-01-31T11:13:16.46Z,175,,37.3,26.2,21.5,,5702016668049,,54.99,2020-02-02T00:00:00Z,59.99,2020-02-02T00:00:00Z,,,,,,
29862,854021,1,Creative Bag Charm,2020,Gear,Miscellaneous,Key Chains/Brick,Gear,TRUE,https://images.brickset.com/sets/small/854021-1.jpg,https://images.brickset.com/sets/images/854021-1.jpg,https://brickset.com/sets/854021-1,111,40,6.99,2020-01-17T00:00:00Z,8.49,2020-01-17T00:00:00Z,0,0,Box,LEGO exclusive,0,1,2020-08-16T11:58:52.03Z,,6,16.1,5.9,4.2,0.028,,,4.99,2020-01-17T00:00:00Z,5.99,2020-02-01T00:00:00Z,673419321341,2021-04-07T00:00:00Z,2021-04-07T00:00:00Z,,,
29765,11006,1,Creative Blue Bricks,2020,Classic,Basic,,Normal,TRUE,https://images.brickset.com/sets/small/11006-1.jpg,https://images.brickset.com/sets/images/11006-1.jpg,https://brickset.com/sets/11006-1,1155,122,4.99,2020-01-02T00:00:00Z,6.99,2020-01-02T00:00:00Z,3.1,1,Box,Retail,2,4,2019-12-31T17:21:15.04Z,52,4,9.1,12.2,5.9,0.08,5702016616576,,4.99,2020-01-01T00:00:00Z,4.99,2020-01-03T00:00:00Z,673419317092,,,,,
30465,40411,1,Creative Fun 12-in-1,2020,Promotional,Miscellaneous,Gift with Purchase,Normal,TRUE,https://images.brickset.com/sets/small/40411-1.jpg,https://images.brickset.com/sets/images/40411-1.jpg,https://brickset.com/sets/40411-1,3698,207,,,,,3.6,0,Box,Not sold,2,9,2021-03-30T10:14:08.233Z,240,7,13.8,26,4.5,0.334,5702016720082,,,,,,,,,,,
29766,11007,1,Creative Green Bricks,2020,Classic,Basic,,Normal,TRUE,https://images.brickset.com/sets/small/11007-1.jpg,https://images.brickset.com/sets/images/11007-1.jpg,https://brickset.com/sets/11007-1,1083,129,4.99,2020-01-02T00:00:00Z,6.99,2020-01-02T00:00:00Z,3.6,0,Box,Retail,2,4,2019-12-31T17:21:16.697Z,60,4,9.1,12.2,5.9,0.08,5702016616583,,4.99,2020-01-01T00:00:00Z,4.99,2020-01-03T00:00:00Z,673419317108,,,,,
30228,41914,1,Creative Picture Frames,2020,Dots,Art and crafts,Accessories,Normal,TRUE,https://images.brickset.com/sets/small/41914-1.jpg,https://images.brickset.com/sets/images/41914-1.jpg,https://brickset.com/sets/41914-1,606,218,19.99,2020-05-25T00:00:00Z,24.99,2020-05-25T00:00:00Z,0,0,{Not specified},Retail,2,10,2020-09-09T15:16:31.497Z,398,6,22.3,27.3,5.2,0.37,5702016668681,,17.99,2020-06-01T00:00:00Z,19.99,2020-06-02T00:00:00Z,673419322362,,,,,
30319,10277,1,Crocodile Locomotive,2020,Creator Expert,Model making,Trains,Normal,TRUE,https://images.brickset.com/sets/small/10277-1.jpg,https://images.brickset.com/sets/images/10277-1.jpg,https://brickset.com/sets/10277-1,4682,2295,99.99,2020-07-03T00:00:00Z,149.99,2020-07-01T00:00:00Z,4.3,4,Box,Retail - limited,7,25,2020-07-09T04:20:26.49Z,1271,18,27.8,53.6,8.7,1.54,5702016757460,2,89.99,2020-07-01T00:00:00Z,99.99,2020-07-02T00:00:00Z,,,,,,
29866,853986,1,Customizable Weapon Set,2020,Gear,Miscellaneous,Role-Play toys,Gear,TRUE,https://images.brickset.com/sets/small/853986-1.jpg,https://images.brickset.com/sets/images/853986-1.jpg,https://brickset.com/sets/853986-1,11,31,,,,,0,0,{Not specified},LEGO exclusive,0,4,2019-12-29T09:08:52.46Z,,6,,,,,,,17.99,2020-01-01T00:00:00Z,19.49,2020-01-03T00:00:00Z,673419321303,,,2020-11-22T00:00:00Z,2020-11-22T00:00:00Z,
30042,562004,1,Cute Dog,2020,Friends,Girls,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/562004-1.jpg,https://images.brickset.com/sets/images/562004-1.jpg,https://brickset.com/sets/562004-1,112,83,,,,,0,0,Foil pack,Retail - limited,0,0,2020-04-02T09:35:34.673Z,29,,,,,,,,,,,,,,,,,
29591,ISBN9780241401200,1,Cute Ideas,2020,Books,Miscellaneous,Dorling Kindersley,Book,TRUE,https://images.brickset.com/sets/small/ISBN0241401208-1.jpg,https://images.brickset.com/sets/images/ISBN0241401208-1.jpg,https://brickset.com/sets/ISBN9780241401200-1,43,113,,,,,0,0,{Not specified},{Not specified},0,0,2020-02-09T13:21:37.58Z,0,,,,,,,,,,,,,,,,,
29838,71026,9,Cyborg,2020,Collectable Minifigures,Miscellaneous,DC Super Heroes,Normal,TRUE,https://images.brickset.com/sets/small/71026-9.jpg,https://images.brickset.com/sets/images/71026-9.jpg,https://brickset.com/sets/71026-9,3198,545,4.99,,,,3.9,1,Foil pack,Retail,0,0,2020-09-22T08:56:58.057Z,8,5,15,9.5,0.7,0.01,,1,,,,,673419319362,,,,,
31387,6349153,1,Dapeng bird,2020,Promotional,Miscellaneous,LEGO brand stores,Extended,TRUE,https://images.brickset.com/sets/small/6349153-1.jpg,https://images.brickset.com/sets/images/6349153-1.jpg,https://brickset.com/sets/6349153-1,17,84,,,,,0,0,Box,LEGO exclusive,0,0,2021-04-16T10:12:36.517Z,153,10,,,,,5702017006970,,,,,,,,,,,
30556,75291,1,Death Star Final Duel,2020,Star Wars,Licensed,Episode VI,Normal,TRUE,https://images.brickset.com/sets/small/75291-1.jpg,https://images.brickset.com/sets/images/75291-1.jpg,https://brickset.com/sets/75291-1,2401,2597,99.99,2020-08-24T00:00:00Z,139.99,2020-08-24T00:00:00Z,4.1,1,Box,Retail,2,20,2020-08-01T00:36:42.26Z,775,9,37.8,35.4,9.4,,5702016678451,5,89.99,2020-08-01T00:00:00Z,99.99,2020-08-02T00:00:00Z,,,,,,
30209,40407,1,Death Star II Battle,2020,Star Wars,Licensed,Promotional,Normal,TRUE,https://images.brickset.com/sets/small/40407-1.jpg,https://images.brickset.com/sets/images/40407-1.jpg,https://brickset.com/sets/40407-1,6256,1244,,,,,3.6,4,Box,LEGO exclusive,2,2,2020-04-30T15:27:52.73Z,235,8,14.1,26.2,4.8,,,,,,,,,,,,,
29754,10914,1,Deluxe Brick Box,2020,Duplo,Pre-school,,Normal,TRUE,https://images.brickset.com/sets/small/10914-1.jpg,https://images.brickset.com/sets/images/10914-1.jpg,https://brickset.com/sets/10914-1,80,33,49.99,2020-01-04T00:00:00Z,69.99,2020-01-04T00:00:00Z,0,0,Tub,Retail,2,3,2019-12-31T17:20:16.15Z,85,1,26.2,37,18,1.42,5702016617757,2,44.99,2020-01-01T00:00:00Z,49.99,2020-01-03T00:00:00Z,673419318822,,,,,
30218,80010,1,Demon Bull King,2020,Monkie Kid,Action/Adventure,A Hero is Born,Normal,TRUE,https://images.brickset.com/sets/small/80010-1.jpg,https://images.brickset.com/sets/images/80010-1.jpg,https://brickset.com/sets/80010-1,583,711,89.99,2020-05-16T00:00:00Z,119.99,2020-05-16T00:00:00Z,4.5,1,Box,LEGO exclusive,3,21,2021-02-07T08:49:13.863Z,1051,9,37.8,35.4,9.4,,5702016617641,3,74.99,2020-05-16T00:00:00Z,79.99,2020-05-19T00:00:00Z,,,,,,
30302,71363,1,Desert Pokey,2020,Super Mario,Licensed,Expansion Set,Normal,TRUE,https://images.brickset.com/sets/small/71363-1.jpg,https://images.brickset.com/sets/images/71363-1.jpg,https://brickset.com/sets/71363-1,2066,501,19.99,2020-08-02T00:00:00Z,24.99,2020-08-03T00:00:00Z,3.8,1,Box,Retail,3,9,2020-08-01T00:28:19.723Z,180,,14.1,26.2,6.1,,5702016618426,2,17.99,2020-08-01T00:00:00Z,19.99,2020-08-02T00:00:00Z,,,,,,
30949,81007,1,Design your own LEGO City set,2020,City,Modern day,General,Normal,TRUE,https://images.brickset.com/sets/small/81007-1.jpg,https://images.brickset.com/sets/images/81007-1.jpg,https://brickset.com/sets/81007-1,19,121,,,,,0,0,{Not specified},{Not specified},0,3,2020-11-22T11:31:48.227Z,,,,,,,,,,,,,,,,,,
30226,41907,1,Desk Organiser,2020,Dots,Art and crafts,Accessories,Normal,TRUE,https://images.brickset.com/sets/small/41907-1.jpg,https://images.brickset.com/sets/images/41907-1.jpg,https://brickset.com/sets/41907-1,591,212,19.99,2020-05-25T00:00:00Z,24.99,2020-05-25T00:00:00Z,0,0,Plastic canister,Retail,4,12,2020-09-09T15:16:24.277Z,405,6,22.3,27.3,5.2,0.4,5702016668667,,17.99,2020-06-01T00:00:00Z,19.99,2020-06-02T00:00:00Z,673419321792,,,,,
29430,71705,1,Destiny's Bounty,2020,Ninjago,Action/Adventure,Legacy,Normal,TRUE,https://images.brickset.com/sets/small/71705-1.jpg,https://images.brickset.com/sets/images/71705-1.jpg,https://brickset.com/sets/71705-1,1330,1343,129.99,2020-08-24T00:00:00Z,159.99,2020-08-24T00:00:00Z,4.4,0,Box,Retail,2,14,2021-01-23T22:43:02Z,1781,9,37.8,58.2,8.7,2.04,5702016616910,7,124.99,2020-06-01T00:00:00Z,129.99,2020-06-02T00:00:00Z,673419318129,,,,,
30702,75978,1,Diagon Alley,2020,Harry Potter,Licensed,General,Normal,TRUE,https://images.brickset.com/sets/small/75978-1.jpg,https://images.brickset.com/sets/images/75978-1.jpg,https://brickset.com/sets/75978-1,4540,3946,399.99,2020-09-01T00:00:00Z,499.99,2020-09-01T00:00:00Z,4.5,1,Box,LEGO exclusive,8,42,2020-09-16T19:42:58.183Z,5544,16,48,58.2,17,,5702016668094,17,369.99,2020-09-01T00:00:00Z,399.99,2020-09-02T00:00:00Z,,2021-05-03T00:00:00Z,2021-05-03T00:00:00Z,,,
30951,892069,1,Digi Jay,2020,Ninjago,Action/Adventure,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/892069-1.jpg,https://images.brickset.com/sets/images/892069-1.jpg,https://brickset.com/sets/892069-1,228,99,,,,,0,0,Foil pack,Retail - limited,0,0,2020-11-05T13:07:01.567Z,8,,,,,,,1,,,,,,,,,,
30726,892067,1,Digi Kai,2020,Ninjago,Action/Adventure,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/892067-1.jpg,https://images.brickset.com/sets/images/892067-1.jpg,https://brickset.com/sets/892067-1,319,103,,,,,0,0,Foil pack,Retail - limited,0,0,2020-09-05T19:01:25.94Z,3,,,,,,,1,,,,,,,,,,
30700,892066,1,Digi Lloyd,2020,Ninjago,Action/Adventure,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/892066-1.jpg,https://images.brickset.com/sets/images/892066-1.jpg,https://brickset.com/sets/892066-1,358,111,,,,,0,1,Foil pack,Retail - limited,0,0,2020-08-10T12:56:10.63Z,4,,,,,,,1,,,,,,,,,,
30330,45815,1,Discover Set,2020,Education,Educational,FIRST LEGO League Jr.,Normal,TRUE,https://images.brickset.com/sets/small/45815-1.jpg,https://images.brickset.com/sets/images/45815-1.jpg,https://brickset.com/sets/45815-1,4,23,,,,,0,0,Box,Not sold,0,0,2020-05-16T18:45:12.45Z,,,,,,,,,,,,,,,,,,
31634,ISBN9780241409640,1,Disney Princess Enchanted Treasury,2020,Books,Miscellaneous,Dorling Kindersley,Book,TRUE,https://images.brickset.com/sets/small/ISBN9780241409640-1.jpg,https://images.brickset.com/sets/images/ISBN9780241409640-1.jpg,https://brickset.com/sets/ISBN9780241409640-1,4,14,,,,,0,0,{Not specified},{Not specified},0,0,2021-04-30T08:21:47.13Z,,,,,,,,,,,,,,,,,,
29826,45604,1,Distance Sensor,2020,Education,Educational,SPIKE Prime,Normal,TRUE,https://images.brickset.com/sets/small/45604-1.jpg,https://images.brickset.com/sets/images/45604-1.jpg,https://brickset.com/sets/45604-1,9,77,,,,,0,0,{Not specified},{Not specified},0,0,2020-02-12T16:14:14.553Z,1,,,,,,,,,,,,,,,,,
31167,952012,1,Diver,2020,City,Modern day,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/952012-1.jpg,https://images.brickset.com/sets/images/952012-1.jpg,https://brickset.com/sets/952012-1,337,169,,,,,0,0,Foil pack,Retail - limited,0,0,2020-12-04T19:19:06.987Z,13,5,,,,,,1,,,,,,,,,,
30892,862011,1,Diver and Shark,2020,City,Modern day,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/862011-1.jpg,https://images.brickset.com/sets/images/862011-1.jpg,https://brickset.com/sets/862011-1,151,258,,,,,0,0,Foil pack,Retail - limited,0,0,2020-09-29T14:47:34.763Z,2,,,,,,,1,,,,,,,,,,
29997,75278,1,D-O,2020,Star Wars,Licensed,The Rise of Skywalker,Normal,TRUE,https://images.brickset.com/sets/small/75278-1.jpg,https://images.brickset.com/sets/images/75278-1.jpg,https://brickset.com/sets/75278-1,4611,1554,69.99,2020-04-19T00:00:00Z,99.99,2020-04-19T00:00:00Z,4.1,1,Box,{Not specified},2,15,2020-04-19T10:34:28.02Z,519,10,38.2,26.2,7.1,0.76,5702016617238,1,64.99,2020-04-19T00:00:00Z,69.99,2020-04-20T00:00:00Z,673419318440,,,2021-03-24T00:00:00Z,2021-03-18T00:00:00Z,
30625,40401,1,Dog and Cat Friendship Day,2020,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,TRUE,https://images.brickset.com/sets/small/40401-1.jpg,https://images.brickset.com/sets/images/40401-1.jpg,https://brickset.com/sets/40401-1,130,156,,,,,0,0,Polybag,Not sold,2,0,2020-07-01T09:37:58.133Z,73,,17,17,1,,,,,,,,,,,,,
30628,562007,1,Dolphin,2020,Friends,Girls,Magazine gift,Other,TRUE,https://images.brickset.com/sets/small/562007-1.jpg,https://images.brickset.com/sets/images/562007-1.jpg,https://brickset.com/sets/562007-1,109,74,,,,,0,0,Foil pack,Retail - limited,0,0,2020-07-01T16:48:59.35Z,21,,,,,,,,,,,,,,,,,
30040,42111,1,Dom's Dodge Charger,2020,Technic,Technical,,Normal,TRUE,https://images.brickset.com/sets/small/42111-1.jpg,https://images.brickset.com/sets/images/42111-1.jpg,https://brickset.com/sets/42111-1,3185,1525,99.99,2020-03-31T00:00:00Z,139.99,2020-03-31T00:00:00Z,4.1,2,Box,Retail - limited,2,21,2020-03-31T14:48:55.567Z,1077,10,37.8,35.4,11.8,1.65,5702016617498,,89.99,2020-03-31T00:00:00Z,99.99,2020-04-01T00:00:00Z,673419318631,,,,,
29880,40377,1,Donald Duck,2020,BrickHeadz,Licensed,Disney,Normal,TRUE,https://images.brickset.com/sets/small/40377-1.jpg,https://images.brickset.com/sets/images/40377-1.jpg,https://brickset.com/sets/40377-1,4446,717,9.99,2020-02-02T00:00:00Z,12.99,2020-02-02T00:00:00Z,4,0,Box,Retail - limited,2,2,2020-08-05T16:53:20.463Z,90,10,12.2,9.1,7.8,,5702016656701,,9.99,2020-02-12T00:00:00Z,9.99,2020-02-02T00:00:00Z,,,,,,
29460,75939,1,Dr. Wu's Lab: Baby Dinosaurs Breakout,2020,Jurassic World,Licensed,Legend of Isla Nublar,Normal,TRUE,https://images.brickset.com/sets/small/75939-1.jpg,https://images.brickset.com/sets/images/75939-1.jpg,https://brickset.com/sets/75939-1,2654,994,19.99,2020-07-07T00:00:00Z,29.99,2020-07-07T00:00:00Z,4,2,Box,Retail,2,9,2021-04-14T08:09:13.897Z,164,,14.1,26.2,6.1,0.28,5702016616620,2,17.99,2020-06-01T00:00:00Z,19.99,2020-06-02T00:00:00Z,673419317146,,,,,
29857,40408,1,Drag Racer,2020,Hidden Side,Action/Adventure,Promotional,Normal,TRUE,https://images.brickset.com/sets/small/40408-1.jpg,https://images.brickset.com/sets/images/40408-1.jpg,https://brickset.com/sets/40408-1,4022,542,12.99,2020-10-31T00:00:00Z,16.99,2020-10-31T00:00:00Z,3.4,1,Box,LEGO exclusive,2,2,2021-04-14T07:06:25.843Z,134,7,14.1,15.7,6.1,,5702016656688,2,,,,,,2020-12-30T00:00:00Z,2020-12-30T00:00:00Z,,,
29692,42103,1,Dragster,2020,Technic,Technical,,Normal,TRUE,https://images.brickset.com/sets/small/42103-1.jpg,https://images.brickset.com/sets/images/42103-1.jpg,https://brickset.com/sets/42103-1,1143,280,19.99,2020-01-02T00:00:00Z,24.99,2020-01-02T00:00:00Z,3.8,0,Box,Retail,3,4,2019-12-25T17:28:29.617Z,225,7,14.1,26.2,7.2,0.35,5702016616422,,17.99,2019-12-26T00:00:00Z,19.99,2019-12-26T00:00:00Z,673419318563,,,,,
30327,562005,1,Dressing Table,2020,Friends,Girls,Magazine gift,Other,TRUE,https://images.brickset.com/sets/small/562005-1.jpg,https://images.brickset.com/sets/images/562005-1.jpg,https://brickset.com/sets/562005-1,90,69,,,,,0,0,Foil pack,Retail - limited,0,0,2020-05-14T18:40:49.92Z,36,,,,,,,,,,,,,,,,,
30028,71027,16,Drone Boy,2020,Collectable Minifigures,Miscellaneous,Series 20,Normal,TRUE,https://images.brickset.com/sets/small/71027-16.jpg,https://images.brickset.com/sets/images/71027-16.jpg,https://brickset.com/sets/71027-16,3752,779,4.99,,,,3.9,0,Foil pack,Retail,0,0,2020-08-26T12:28:51.59Z,13,5,15,9.5,0.7,0.01,,1,,,,,673419319379,,,,,
31503,6317941,1,Drum,2020,Promotional,Miscellaneous,LEGO brand stores,Extended,FALSE,https://images.brickset.com/sets/small/6317941-1.jpg,https://images.brickset.com/sets/images/6317941-1.jpg,https://brickset.com/sets/6317941-1,,35,,,,,0,0,Zip-lock bag,{Not specified},0,1,2021-03-03T10:55:17.853Z,,,,,,,,,,,,,,,,,,
29745,21052,1,Dubai,2020,Architecture,Model making,Skylines,Normal,TRUE,https://images.brickset.com/sets/small/21052-1.jpg,https://images.brickset.com/sets/images/21052-1.jpg,https://brickset.com/sets/21052-1,3159,1373,59.99,2020-01-02T00:00:00Z,79.99,2020-01-02T00:00:00Z,4.1,1,Box,Retail - limited,12,4,2019-12-31T17:33:32.79Z,740,16,19.1,26.2,7.2,0.59,5702016617344,,54.99,2020-01-01T00:00:00Z,59.99,2020-01-03T00:00:00Z,673419319416,,,,,
30203,42107,1,Ducati Panigale V4 R,2020,Technic,Technical,,Normal,TRUE,https://images.brickset.com/sets/small/42107-1.jpg,https://images.brickset.com/sets/images/42107-1.jpg,https://brickset.com/sets/42107-1,3750,1293,69.99,2020-08-24T00:00:00Z,99.99,2020-08-24T00:00:00Z,4.2,5,Box,Retail,2,22,2020-05-31T21:31:35.013Z,646,10,26.2,38.2,7.1,0.91,5702016616460,,54.99,2020-06-01T00:00:00Z,59.99,2020-06-02T00:00:00Z,673419318600,,,,,
